state,district,cluster_label,total_bio,ratio_5_17,ratio_17_plus,key_insight,recommendation,lat,lng,predicted_load,alert_status,recommendation_engine
Assam,Dibrugarh,Low Load,3998,0.3834417208604302,0.6165582791395697,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.74557234955506,79.29071528991466,4707,Normal,Stable
Assam,Dima Hasao,Low Load,6,0.3333333333333333,0.6666666666666666,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.373998401453118,79.38543863484867,7,Normal,Stable
Assam,Goalpara,Low Load,1451,0.4934527911784976,0.5065472088215024,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.665961482512508,79.23352017212257,1660,Normal,Stable
Assam,Golaghat,Low Load,1595,0.509090909090909,0.4909090909090909,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.177568080444743,79.37226303795711,1712,Normal,Stable
Assam,Hailakandi,Low Load,877,0.4583808437856328,0.5416191562143672,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.6925614766709,79.03933709448344,1045,Normal,Stable
Assam,Hojai,Low Load,2852,0.5596072931276297,0.4403927068723702,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.513007788020193,78.85709510995038,3428,Normal,Stable
Assam,Jorhat,Low Load,1505,0.6053156146179401,0.3946843853820598,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.75940590777281,78.89654028007584,1749,Normal,Stable
Assam,Kamrup,Medium Load,3978,0.6830065359477124,0.3169934640522875,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.10341662964082,79.34898267770518,4790,Normal,Stable
Assam,Kamrup Metro,Medium Load,3501,0.560982576406741,0.439017423593259,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.826997933161778,78.80712937260947,4021,Normal,Stable
Assam,Karbi Anglong,Low Load,3044,0.6527595269382391,0.3472404730617608,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.312908907950384,78.7721750044432,3514,Normal,Stable
Assam,Karimganj,Low Load,1908,0.5330188679245284,0.4669811320754717,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.266577554978323,79.15632818264858,2166,Normal,Stable
Assam,Kokrajhar,Low Load,4353,0.7966919365954515,0.2033080634045486,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.47420719233926,78.69578727275382,4592,Normal,Stable
Assam,Lakhimpur,Low Load,2825,0.5207079646017699,0.47929203539823,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.051937998790176,79.27820171344285,3027,Normal,Stable
Assam,Majuli,Low Load,446,0.773542600896861,0.226457399103139,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.31412798726753,78.99645823149444,471,Normal,Stable
Assam,Marigaon,Low Load,3525,0.6539007092198581,0.3460992907801418,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.529164013965577,79.20028840880548,4149,Normal,Stable
Assam,Nagaon,Medium Load,8439,0.3924635620334162,0.6075364379665837,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.308225988917474,79.0322215865148,9391,Normal,Stable
